# Directed network: CollegeMsg.txt 
# Nodes: 1899 Edges: 20296
# SrcNId	DstNId	Flt:capacity
899	271	0.090909
1507	1019	0.066667
42	919	0.125000
781	1528	0.500000
781	1515	0.500000
1438	294	0.071429
781	1365	0.062500
781	1426	0.181818
781	988	0.100000
781	386	0.045455
1356	1509	0.142857
42	69	0.071429
105	1444	0.200000
342	1406	0.041667
342	1015	0.111111
1224	1406	0.083333
595	1526	0.166667
582	626	0.071429
1179	1509	0.071429
1533	1489	0.105263
1393	919	0.041667
606	1502	0.666667
1167	483	0.111111
1507	1534	0.333333
1189	454	0.054545
42	1534	0.666667
1523	626	0.014286
1313	733	0.041667
735	276	0.100000
72	303	0.210526
586	145	0.125000
1489	1533	4.000000
1101	375	0.038462
1434	1535	0.750000
1489	42	0.008333
518	1488	1.888889
1026	1517	0.058824
831	1199	0.500000
518	1536	1.000000
561	38	0.166667
768	797	0.050000
1235	1468	0.285714
67	1489	0.052632
245	194	0.010309
1440	42	0.025000
95	1385	1.000000
1127	1015	0.111111
676	394	0.030303
329	1537	1.000000
67	1538	0.500000
1402	95	0.019231
454	1189	0.014085
817	981	0.250000
68	893	0.066667
504	1517	0.058824
495	1517	0.058824
1113	1493	0.500000
617	1539	0.066667
1539	938	0.037037
1211	1377	0.200000
1377	1211	0.090909
357	1190	0.040000
439	1449	0.050000
357	1387	0.071429
1539	1452	0.250000
1364	282	0.111111
1452	1539	0.066667
124	449	0.090909
357	449	0.045455
620	1211	0.090909
908	352	0.047619
282	1364	0.666667
67	908	0.100000
299	1175	1.000000
1539	402	0.043478
552	326	0.142857
1463	402	0.043478
1539	152	0.153846
592	545	0.058824
592	377	0.090909
376	824	0.153846
823	1525	0.500000
1359	1497	0.050000
326	552	0.250000
598	1538	0.500000
1339	173	0.142857
324	1537	0.500000
1504	738	0.066667
1354	42	0.008333
1540	1440	0.166667
372	1529	0.500000
1540	1179	0.666667
1183	376	0.047619
1328	1178	0.142857
1440	1540	0.068966
103	1395	0.066667
333	314	0.040000
1437	1332	0.080000
1437	1454	0.333333
1113	1541	0.333333
883	326	0.142857
1542	42	0.008333
1542	1282	0.600000
41	642	0.025000
41	1248	0.043478
41	1542	0.071429
41	1136	0.173913
32	1015	0.111111
32	1543	0.024390
429	1449	0.050000
103	429	0.030303
621	1544	1.000000
1332	390	1.500000
1342	1335	0.076923
1507	1410	0.500000
376	1183	0.037037
1545	1332	0.400000
1332	806	0.250000
63	923	0.166667
447	124	0.138889
1036	299	0.032258
220	1522	0.090909
326	883	0.166667
103	1431	0.400000
421	1069	0.076923
103	1518	0.285714
674	282	0.055556
1291	1335	0.076923
1426	339	0.083333
787	1339	0.062500
1468	1339	0.062500
878	1540	0.103448
1339	787	0.142857
1339	1468	0.142857
1479	658	0.047619
810	1540	0.103448
1543	282	0.111111
714	1540	0.068966
1534	42	0.016667
830	1426	0.090909
1	1440	0.111111
249	1541	0.333333
1546	32	0.043796
103	1308	0.111111
323	514	0.027027
1546	1547	0.500000
1244	615	0.021277
1540	1548	0.375000
658	1479	0.333333
1244	338	0.230769
994	1540	0.068966
1326	85	0.047619
1181	1545	0.111111
1013	85	0.095238
1517	1026	0.031250
99	1246	0.031250
1517	504	0.047619
109	32	0.007299
85	1326	0.066667
1083	85	0.047619
1069	421	0.200000
85	1083	0.083333
294	1549	1.000000
1550	1547	0.500000
1397	294	0.214286
1521	1501	0.200000
878	1489	0.473684
1489	546	0.347826
1339	1546	0.285714
1546	1339	0.125000
1158	1377	0.100000
212	1551	0.400000
1552	1553	0.500000
1551	212	0.031746
1546	1554	0.444444
1553	1552	2.000000
1552	814	0.062500
1440	1517	0.058824
339	1426	0.090909
1517	1440	0.055556
1142	1517	0.058824
400	1555	1.500000
704	69	0.071429
1520	504	0.047619
1556	1557	0.222222
42	754	0.111111
871	409	0.071429
400	1419	0.125000
42	1558	0.333333
714	1493	0.200000
42	1559	1.000000
1377	1158	0.041667
278	883	0.333333
42	374	0.166667
1517	1142	0.041667
792	372	0.017391
1416	400	0.032609
1412	810	0.153846
400	1142	0.041667
1416	85	0.047619
1101	1493	0.500000
1189	1560	1.000000
502	400	0.065217
221	1561	0.250000
1280	9	0.037736
1562	1517	0.294118
1561	221	0.043478
345	259	0.125000
400	1416	0.333333
221	1323	0.200000
1415	42	0.016667
1189	1520	0.166667
221	1282	0.100000
1493	714	0.038462
1520	928	0.105263
1431	342	0.030303
846	132	0.068966
1539	1563	1.000000
883	278	0.095238
1431	768	0.029412
48	1015	0.111111
1545	1181	0.034483
475	400	0.021739
400	475	0.025000
1564	1565	0.055556
1564	773	0.066667
1405	1373	0.062500
132	846	0.250000
342	809	0.076923
1440	1075	0.333333
1323	221	0.043478
103	1487	0.176471
103	1346	0.028571
1194	1014	0.058824
1189	322	0.272727
103	1362	0.526316
1417	752	0.066667
3	687	0.054545
1434	1344	0.176471
103	1417	0.058824
1373	1405	1.000000
1566	547	0.037037
547	1566	0.250000
103	700	0.090909
967	72	0.013333
103	282	0.055556
1018	1567	1.000000
257	809	0.038462
1142	400	0.010870
42	257	0.153846
41	1554	0.333333
752	1417	0.058824
103	1540	0.172414
1253	768	0.147059
735	810	0.384615
103	1554	1.000000
1362	539	0.166667
103	1568	0.066667
752	1362	0.052632
173	1339	0.031250
103	220	0.074074
103	697	0.014925
1568	1569	2.000000
1569	1568	0.066667
1568	394	0.060606
1539	1568	0.066667
1179	1540	0.034483
1066	1497	0.050000
1362	342	0.181818
1501	356	0.125000
768	1431	0.200000
1339	1308	0.222222
739	438	0.066667
578	1284	0.035714
1285	1026	0.031250
569	967	0.066667
1026	1285	0.028571
1447	1570	2.000000
482	1489	0.263158
483	1167	0.157895
1548	303	0.210526
372	792	0.100000
502	1285	0.028571
1361	1183	0.037037
318	984	0.090909
856	1	0.040000
1489	482	0.211538
859	1522	0.363636
967	1489	0.052632
1387	615	0.042553
1272	768	0.058824
1313	483	0.166667
1215	793	0.090909
1556	1571	1.000000
1075	1440	0.055556
103	1468	0.285714
1468	1235	0.400000
1436	573	0.150000
738	1504	0.500000
356	1501	0.400000
249	1561	0.750000
309	1508	0.200000
1429	1572	0.500000
103	908	0.200000
1013	697	0.014925
1510	128	0.030303
1540	714	0.076923
233	810	0.769231
303	1548	0.250000
303	72	0.013333
103	864	0.111111
573	1436	0.111111
847	1566	0.250000
1358	509	0.024390
103	1497	0.050000
810	735	0.363636
1397	523	0.020408
155	233	0.035714
928	1520	0.166667
928	1406	0.041667
32	983	0.062500
9	1313	1.153846
12	1313	0.730769
824	376	0.047619
1556	711	0.125000
1397	823	0.056604
1572	1429	0.500000
124	447	0.111111
394	1568	0.066667
233	155	0.050000
557	63	0.028169
32	1081	0.333333
1539	734	0.083333
1433	983	0.062500
704	502	0.049180
1401	928	0.026316
163	1208	0.200000
704	204	0.080000
32	1573	0.062500
254	1573	0.062500
1539	204	0.080000
1539	1573	0.437500
1540	994	0.090909
1573	1420	0.090909
1573	788	0.062500
679	1574	2.000000
29	85	0.047619
1540	29	0.230769
1573	728	0.222222
1546	1573	0.062500
12	1297	0.400000
1573	729	0.333333
29	1540	0.068966
1310	1575	0.333333
9	1573	0.062500
32	3	0.195122
103	114	0.166667
1539	523	0.020408
8	1522	0.090909
735	518	0.153846
1545	1557	0.111111
1521	254	0.045455
735	1575	1.666667
569	29	0.230769
598	1576	0.166667
967	963	0.250000
3	1577	0.800000
1255	67	0.016129
1578	751	1.000000
1578	1448	0.333333
518	735	0.090909
3	1578	0.166667
1178	1397	0.111111
1	856	0.125000
1579	701	0.048780
1580	32	0.007299
840	1397	0.111111
1190	1568	0.066667
1577	3	0.048780
538	1581	1.000000
1313	1014	0.176471
67	1313	0.346154
1580	1190	0.040000
495	67	0.016129
1568	1190	0.040000
105	1573	0.062500
871	1568	0.200000
1580	1329	0.727273
704	1578	0.166667
42	1561	0.250000
53	1508	0.100000
1554	103	0.047170
1312	308	0.037037
105	1387	0.071429
357	1568	0.066667
357	1521	0.200000
1313	42	0.008333
1312	1013	0.500000
357	967	0.066667
1313	242	0.026316
19	1573	0.062500
919	103	0.018868
357	1582	0.090909
1421	485	1.000000
541	400	0.010870
357	1304	0.166667
1282	1542	0.285714
103	919	0.208333
704	1580	0.315789
523	1539	0.066667
483	1313	0.115385
809	342	0.121212
708	949	0.058824
708	865	0.100000
788	1573	0.062500
708	812	0.500000
103	44	0.080000
63	557	0.035714
67	1573	0.062500
1014	1313	0.076923
1313	67	0.032258
1343	1359	0.333333
1342	1359	0.133333
1342	1343	0.444444
1343	1286	2.000000
967	90	0.074074
1579	1313	0.076923
103	1343	0.037037
90	967	0.066667
1343	103	0.009434
1556	85	0.238095
1579	85	0.190476
1583	297	0.014493
1319	616	0.047619
1579	615	0.021277
1489	155	0.200000
919	42	0.016667
1579	356	0.062500
1500	1447	0.500000
12	1286	0.666667
1447	1500	0.333333
615	1579	0.166667
1556	1281	0.078125
1489	1038	0.250000
1556	475	0.062500
1556	1400	0.500000
214	1573	0.062500
1575	735	0.727273
1493	1113	0.310345
1575	1310	0.083333
1493	1584	2.000000
1556	598	0.008696
1584	1493	0.100000
317	1534	0.333333
103	1585	0.058824
878	1585	0.058824
9	740	0.100000
9	498	0.022222
9	1342	0.066667
1545	1586	0.333333
239	1328	0.333333
53	9	0.037736
12	1485	0.090909
1189	1184	0.045455
1545	12	0.060606
1562	928	0.078947
1402	1447	0.250000
598	1562	0.125000
928	1562	0.250000
928	1401	0.200000
1297	12	0.030303
1562	598	0.017391
1573	1173	0.214286
1173	1573	0.125000
1231	67	0.032258
1556	1246	0.062500
626	582	0.181818
1018	1585	0.117647
328	581	1.000000
1585	1018	0.071429
482	1587	0.083333
878	1587	0.166667
546	1587	0.083333
1556	1545	0.777778
1556	143	0.066667
714	1587	0.250000
1556	893	0.066667
1587	714	0.115385
1518	1523	0.500000
1518	103	0.009434
1521	42	0.041667
847	1521	0.200000
1185	1587	0.083333
847	1578	0.333333
1185	1417	0.058824
482	204	0.080000
1489	681	0.040000
1185	1444	0.100000
1489	927	0.111111
605	749	0.133333
1444	105	0.022222
219	1181	0.034483
1043	1585	0.117647
1489	878	0.521739
1556	1402	0.033898
1546	67	0.048387
1185	1383	0.181818
1588	502	0.032787
878	502	0.016393
1588	1284	0.035714
41	541	0.250000
41	1580	0.052632
41	1589	1.000000
41	616	0.095238
1556	1582	0.090909
41	3	0.024390
1556	1231	0.031250
878	1021	0.027778
1556	144	0.031746
298	518	0.230769
1281	1556	0.250000
913	847	0.027027
144	1556	1.125000
1383	1185	0.026316
9	1185	0.026316
1590	1489	0.052632
1326	58	0.071429
372	1542	0.071429
372	878	0.043478
878	372	0.008696
249	1573	0.062500
871	1448	0.666667
297	1583	0.500000
1564	598	0.008696
1545	1591	0.500000
781	3	0.024390
1546	1592	0.500000
560	323	0.017544
762	1489	0.052632
762	1505	0.142857
762	1585	0.029412
308	1312	0.076923
762	1496	0.333333
1189	8	0.048387
762	1497	0.100000
762	1593	1.000000
1021	878	0.043478
1594	1033	0.029412
1402	1556	0.125000
1280	560	0.086957
1013	1312	0.115385
865	708	0.024390
32	1546	0.214286
560	1280	0.022727
1586	1545	0.111111
1586	1556	0.125000
1586	1595	1.000000
980	710	0.037037
32	1577	1.200000
394	1582	0.090909
1596	808	0.200000
1585	1043	0.545455
1585	762	0.086957
44	103	0.009434
701	1579	0.166667
701	317	0.044444
294	1397	0.111111
847	913	0.038462
1072	800	0.166667
1594	1377	0.100000
29	569	0.076923
29	1587	0.083333
639	19	0.111111
1312	1344	0.705882
350	1551	0.600000
801	249	0.010309
1013	465	0.125000
83	1244	0.038462
1033	1594	0.200000
1386	1580	0.052632
1585	1033	0.058824
1579	342	0.030303
389	494	0.555556
3	36	0.562500
3	781	0.037037
67	1546	0.071429
465	1013	0.125000
3	1440	0.166667
1556	1586	0.666667
204	704	0.017857
204	1539	0.133333
1497	762	0.086957
1570	1447	0.250000
1582	394	0.030303
1551	350	0.076923
1585	1582	0.363636
1284	1588	0.250000
1582	1585	0.058824
95	1393	0.454545
95	1402	0.016949
768	1272	0.200000
95	1573	0.062500
1502	238	0.333333
908	103	0.009434
95	1118	0.200000
317	701	0.024390
41	1463	0.090909
823	495	0.016129
823	103	0.009434
95	299	0.096774
41	1142	0.041667
41	439	0.043478
41	1253	0.033333
41	1339	0.031250
41	1485	0.090909
95	1365	0.187500
1489	762	0.043478
323	560	0.043478
282	1543	0.024390
621	1063	0.142857
3	44	0.200000
768	1253	0.166667
1578	847	0.216216
1578	337	0.024390
700	337	0.024390
561	95	0.538462
495	823	0.018868
1562	1436	0.055556
1508	309	0.024390
1562	823	0.018868
1368	1142	0.041667
1111	1582	0.090909
103	1169	0.111111
1136	762	0.043478
1169	728	0.111111
3	135	0.400000
509	1587	0.083333
257	1597	0.333333
1181	219	0.166667
278	1039	0.062500
615	329	0.200000
67	1217	0.038462
58	1326	0.066667
1039	278	0.047619
1314	252	0.043478
1227	326	0.142857
1118	303	0.052632
1546	1436	0.055556
27	1031	0.166667
704	475	0.037500
303	1118	0.033333
1387	105	0.011111
751	822	0.250000
1447	1402	0.016949
1489	1588	0.500000
886	768	0.058824
1598	645	0.043478
986	163	0.153846
1598	984	0.181818
1598	986	0.076923
986	1265	0.200000
679	986	0.153846
474	1208	0.100000
1598	632	0.090909
1522	1587	0.083333
1598	560	0.043478
1598	1329	0.181818
1598	88	0.030303
1598	32	0.029197
1598	1599	1.000000
1598	322	0.181818
1598	1542	0.071429
1598	667	0.272727
1582	1111	0.071429
1598	155	0.050000
1598	881	0.142857
1598	735	0.090909
1598	710	0.111111
1598	475	0.012500
1598	919	0.083333
1598	801	0.111111
1598	1344	0.294118
768	1217	0.038462
1598	341	0.100000
1598	1187	0.071429
710	610	0.500000
1598	44	0.040000
710	1489	0.052632
1598	1262	0.142857
1598	332	0.058824
1598	654	0.033333
1598	777	0.120000
1598	841	0.125000
1598	1265	1.200000
1598	1039	0.062500
1598	549	0.190476
967	549	0.380952
1598	625	0.111111
1598	1514	0.250000
1598	967	0.066667
1352	1580	0.157895
823	549	0.190476
1598	1252	0.142857
1598	356	0.187500
610	710	0.037037
1598	1136	0.043478
1489	710	0.037037
1598	1246	0.031250
1598	393	0.019608
1598	1174	0.300000
1496	762	0.086957
1598	1487	0.235294
549	967	0.066667
1598	345	0.142857
1521	847	0.081081
1598	1496	0.166667
1598	1591	0.500000
1598	1107	0.200000
1598	1227	0.166667
1598	1558	0.333333
1598	1561	0.250000
1598	1168	0.095238
852	1440	0.055556
1440	1419	0.250000
357	1585	0.029412
66	282	0.055556
704	1585	0.029412
357	617	0.019608
1056	212	0.015873
1285	1600	2.000000
1601	617	0.019608
1105	1154	0.250000
822	751	1.000000
449	124	0.027778
1285	97	0.013889
1520	449	0.136364
1601	774	0.058824
1601	525	0.040000
1580	1386	0.250000
1580	95	0.057692
1580	1352	0.600000
1539	1039	0.187500
581	1602	2.000000
1539	1582	0.090909
1585	714	0.038462
1520	451	0.428571
1598	1485	0.090909
1598	598	0.008696
1598	568	0.333333
1598	1282	0.300000
1598	85	0.095238
1598	1195	0.500000
1585	1190	0.120000
1190	1582	0.090909
1598	1359	0.066667
1598	1190	0.040000
1598	398	0.317073
1598	708	0.024390
1598	1304	0.166667
1520	460	0.025641
1534	317	0.022222
1601	1282	0.700000
1598	658	0.047619
1598	337	0.121951
1585	303	0.052632
1598	254	0.045455
1598	50	0.022222
502	933	0.181818
1598	1176	0.400000
1598	1597	0.333333
1601	1540	0.034483
303	1215	0.266667
1598	299	0.064516
1598	277	0.016393
1362	302	0.021277
1598	327	0.125000
1576	598	0.008696
1313	1579	0.500000
967	303	0.368421
1520	513	0.036364
1598	1215	0.066667
1598	1479	0.333333
1598	1472	0.050000
1598	1006	0.125000
1013	299	0.032258
1158	1585	0.058824
1013	1489	0.052632
518	298	0.277778
1158	1594	0.200000
1603	1517	0.117647
1594	1158	0.041667
1292	598	0.008696
1362	252	0.043478
1517	63	0.042254
1594	542	0.035714
63	1604	1.000000
1605	779	0.055556
1339	543	0.090909
63	912	0.083333
912	63	0.028169
1562	1346	0.028571
1562	1068	0.238095
1556	283	0.062500
1606	885	0.250000
919	303	0.157895
919	870	0.125000
1165	621	0.045455
1165	938	0.037037
1520	1036	0.157895
1539	437	0.104167
1033	1585	0.029412
1033	1605	0.500000
793	1215	0.066667
1539	1056	0.136364
372	1540	0.103448
1265	938	0.074074
938	1265	0.200000
542	1594	0.200000
1539	1024	0.250000
1497	1594	0.400000
949	708	0.024390
1329	526	0.500000
514	762	0.043478
713	1379	0.076923
1548	1063	0.142857
1596	1607	1.000000
942	1417	0.058824
303	919	0.125000
871	1608	0.285714
337	700	0.090909
322	1021	0.083333
42	1440	0.111111
53	1551	0.400000
594	752	0.133333
8	1189	0.014085
1539	708	0.048780
1362	1608	0.571429
9	1558	0.333333
1199	831	0.035714
163	986	0.153846
1539	1402	0.067797
1594	1497	0.100000
1540	372	0.026087
3	1609	1.000000
1387	67	0.080645
41	1497	0.150000
42	1582	0.090909
393	942	0.083333
257	1610	1.000000
1577	32	0.007299
1603	334	0.200000
95	561	0.781250
334	1603	0.050000
95	1580	0.157895
1582	42	0.008333
1562	932	0.333333
942	393	0.019608
1582	1526	0.083333
319	1075	0.166667
421	1436	0.111111
95	1251	0.200000
1611	1612	1.000000
883	245	0.062500
1393	1613	1.000000
1118	95	0.076923
1365	95	0.019231
1614	1603	0.050000
283	1556	0.250000
1576	578	0.500000
42	1597	0.333333
1075	319	0.055556
53	1615	1.000000
1576	823	0.018868
1059	1603	0.100000
42	1365	0.062500
1059	548	0.083333
1475	1608	0.142857
1608	1475	0.500000
1539	8	0.096774
1521	1118	0.066667
12	1577	1.000000
1539	1068	0.333333
1598	1165	1.000000
1598	893	0.133333
1598	1281	0.015625
1598	539	0.166667
1598	214	0.095238
357	1603	0.100000
1065	538	0.029412
53	87	0.125000
1539	1299	0.454545
353	298	0.222222
249	801	0.111111
1184	372	0.008696
1539	69	0.214286
1539	1184	0.045455
1616	1539	0.066667
1539	958	0.571429
1539	1188	0.200000
1253	85	0.047619
1565	278	0.047619
1565	1564	1.000000
713	1528	0.500000
1539	899	0.076923
67	1603	0.050000
299	95	0.019231
1539	154	0.210526
1539	576	0.043478
870	919	0.041667
546	1255	0.015873
1489	308	0.012346
372	1184	0.045455
1522	1184	0.136364
1522	1565	0.027778
1565	1252	0.142857
1021	322	0.272727
1576	204	0.040000
1539	1103	0.031250
1588	517	0.071429
204	1576	0.166667
1252	1565	0.027778
1565	1472	0.150000
1472	1565	0.055556
1577	1556	0.250000
1565	933	0.272727
1556	1577	0.200000
1283	1617	0.500000
933	1565	0.027778
1539	1618	0.200000
681	109	0.083333
1603	357	0.025000
1603	67	0.016129
245	883	0.166667
298	353	0.131579
1565	1379	0.230769
50	1616	0.105263
713	546	0.173913
713	1588	0.250000
199	1582	0.363636
1616	50	0.044444
1616	1173	0.500000
555	598	0.008696
752	594	0.066667
1539	1338	0.230769
1539	1131	0.214286
308	1517	0.058824
1517	308	0.012346
338	1244	0.115385
523	228	0.083333
809	209	0.035714
799	199	0.046512
3	252	0.043478
781	1550	0.500000
582	1261	0.200000
394	1190	0.520000
1539	1585	0.029412
1292	242	0.026316
1255	546	0.043478
1272	1280	0.022727
1280	1272	0.100000
203	475	0.012500
1539	527	0.033333
1036	1520	0.083333
1036	507	0.200000
1619	1402	0.033898
1185	1173	0.071429
297	557	0.107143
812	708	0.146341
1487	161	0.363636
1619	175	0.050000
1339	605	0.065217
1601	605	0.130435
1539	1620	2.000000
1619	1511	0.500000
1190	1349	0.066667
1616	1601	0.173913
1565	620	0.076923
42	1621	0.333333
620	1565	0.055556
1601	1616	0.315789
1598	768	0.058824
1582	199	0.069767
1539	1622	0.250000
1014	1487	0.058824
1539	997	0.083333
395	447	0.055556
1173	1616	0.263158
1623	525	0.040000
620	1244	0.038462
1244	620	0.038462
713	912	0.333333
733	964	0.058824
103	1238	0.272727
447	395	1.000000
733	1118	0.033333
733	1608	0.428571
1158	1565	0.027778
1284	950	0.054054
1624	733	0.083333
967	733	0.041667
447	733	0.083333
733	447	0.055556
1169	733	0.041667
1619	712	0.093750
1365	42	0.008333
1624	141	0.200000
547	527	0.033333
1624	224	0.133333
1624	234	0.280000
409	563	0.200000
53	1623	0.500000
1184	1550	0.500000
341	793	0.090909
220	1042	0.028571
605	1339	0.093750
605	1601	0.217391
605	297	0.014493
525	1623	0.500000
704	734	0.916667
509	1050	0.047619
228	523	0.020408
1487	1014	0.058824
1601	220	0.259259
220	234	0.280000
220	1601	0.217391
1423	1158	0.166667
1619	220	0.037037
234	220	0.222222
950	1284	0.107143
27	234	0.040000
366	67	0.016129
366	1601	0.043478
1578	342	0.121212
41	1585	0.058824
1598	1585	0.029412
686	1625	0.500000
1598	726	0.111111
67	277	0.016393
103	1598	0.055556
67	69	0.071429
103	639	0.029412
1626	1	0.360000
768	1598	0.111111
27	1598	0.055556
1436	421	0.400000
781	1314	0.750000
964	733	0.041667
282	1627	0.333333
1619	781	0.148148
1158	1423	0.461538
536	733	0.083333
1281	1598	0.055556
967	1158	0.083333
1527	144	0.015873
67	318	0.130435
600	1454	0.666667
547	712	0.093750
176	1603	0.100000
155	1196	0.250000
1509	352	0.047619
105	585	0.200000
352	1509	0.071429
103	899	0.153846
103	1015	0.111111
357	1359	0.066667
19	639	0.029412
1	1626	2.666667
1359	357	0.025000
3	60	0.050000
1042	220	0.037037
1619	297	0.014493
852	1611	4.000000
224	1624	0.040541
1105	840	0.022222
145	933	0.181818
145	644	0.029851
1625	686	0.041667
1396	669	0.250000
507	1036	0.052632
1619	1100	0.083333
1619	758	0.050000
758	1619	0.181818
859	725	0.033333
1624	1518	0.142857
810	1624	0.310811
1624	810	2.000000
1009	463	0.027778
1548	1598	0.111111
327	1598	0.055556
342	1255	0.015873
389	1576	0.333333
1539	1628	1.000000
1522	1598	0.055556
1522	1616	0.105263
174	1231	0.031250
72	1316	0.250000
704	1603	0.200000
1522	175	0.025000
1539	1196	0.125000
342	1050	0.047619
560	1629	0.100000
342	389	0.017241
389	342	0.030303
1546	1619	0.181818
1619	1546	0.071429
103	1419	0.125000
1568	1042	0.057143
53	1585	0.088235
1314	781	0.111111
547	32	0.007299
475	203	0.200000
1543	475	0.050000
704	1565	0.027778
475	1543	0.048780
249	1629	0.800000
422	1299	0.090909
495	1630	0.500000
249	1608	0.142857
1339	1069	0.076923
249	1362	0.052632
32	547	0.037037
620	233	0.035714
233	620	0.038462
973	254	0.060606
1594	219	0.500000
219	1594	0.400000
697	1631	1.000000
679	919	0.125000
711	1623	1.250000
620	967	0.200000
1545	259	0.375000
1539	1255	0.047619
967	620	0.076923
1282	1601	0.086957
1407	1189	0.014085
605	1246	0.031250
1227	1238	0.181818
1616	582	0.363636
799	302	0.085106
1238	1227	0.111111
1539	1632	0.500000
538	1065	0.250000
1521	852	0.062500
1576	1248	0.043478
749	1487	0.117647
517	1588	0.250000
495	933	0.272727
495	741	0.533333
249	708	0.097561
405	398	0.024390
741	495	0.096774
768	1304	1.500000
1304	768	0.264706
1539	1346	0.085714
871	297	0.086957
1175	299	0.064516
871	1603	0.100000
1158	27	0.375000
1539	599	0.076923
1189	483	0.055556
103	1603	0.100000
1507	42	0.008333
1396	1618	0.200000
193	282	0.055556
1576	1034	0.040000
193	1633	0.500000
1297	800	0.083333
193	85	0.047619
1413	800	0.250000
967	193	0.102564
1537	324	0.111111
676	1206	0.200000
1537	329	0.100000
1616	254	0.015152
1539	1206	0.200000
172	1603	0.100000
1543	63	0.014085
1603	172	0.038462
1616	940	0.153846
1039	1632	1.000000
582	1616	0.052632
1184	1522	0.181818
67	1565	0.027778
687	1616	0.052632
234	1244	0.038462
1244	234	0.040000
1565	67	0.032258
1565	174	0.214286
555	1634	1.000000
1378	1635	1.000000
1252	1616	0.526316
1616	1252	1.285714
713	878	0.130435
1491	132	0.103448
1565	176	0.844444
53	1636	1.000000
1383	1636	0.600000
984	1636	0.200000
201	1616	0.052632
679	963	0.083333
1565	228	0.041667
1009	928	0.026316
1009	752	0.066667
1009	177	0.142857
342	1578	0.166667
132	1491	0.250000
509	711	0.020833
557	297	0.028986
1127	69	0.071429
1	161	0.454545
27	1158	0.583333
1623	711	0.125000
840	1105	0.100000
809	1522	0.090909
321	277	0.016393
523	615	0.042553
1630	495	0.016129
799	1608	0.714286
1539	753	0.020408
346	1616	0.052632
1253	1365	0.062500
1539	1637	0.400000
432	1587	0.083333
1638	1633	1.000000
1488	518	1.230769
254	973	0.500000
254	1616	0.052632
1629	560	0.043478
1539	1169	1.000000
1162	913	0.038462
161	1	0.200000
161	1487	0.235294
1539	1510	0.222222
1510	3	0.073171
523	193	0.025641
523	67	0.016129
1539	177	0.500000
177	1009	0.400000
143	582	0.090909
871	183	0.100000
297	871	0.176471
1052	1136	0.173913
1113	1553	0.250000
176	1565	1.111111
1539	1639	0.750000
1539	299	0.096774
1539	1640	1.500000
1539	1069	0.230769
1539	1021	0.138889
812	1616	0.105263
32	219	0.666667
818	372	0.008696
1539	818	0.222222
818	1269	0.050000
1539	36	0.125000
878	1637	0.400000
1539	601	0.166667
1113	339	0.041667
1365	1253	0.033333
3	1510	0.222222
704	447	0.055556
1387	768	0.058824
1539	1443	0.333333
12	1493	0.200000
12	1639	0.500000
95	525	0.240000
1641	95	0.019231
1539	378	0.034483
1539	710	0.037037
1642	679	0.153846
95	1510	0.111111
103	1021	0.027778
525	95	0.019231
679	1642	0.750000
1339	1299	0.090909
219	32	0.029197
103	1643	0.500000
1644	1539	0.066667
1637	878	0.043478
1254	1234	0.300000
1642	32	0.021898
822	1642	0.375000
1642	822	0.416667
1562	1299	0.090909
193	967	0.133333
9	1387	0.285714
32	1642	0.375000
1539	1342	0.066667
32	1645	0.333333
144	1500	1.166667
249	1645	0.333333
1539	1646	0.222222
546	713	0.010526
1539	1647	0.354839
423	1497	0.050000
73	1646	0.222222
1630	389	0.017241
1646	73	0.032258
878	1647	0.322581
1299	1646	0.333333
1646	1299	0.272727
1644	1601	0.043478
103	1646	0.222222
1601	1646	0.111111
131	1255	0.015873
569	1522	0.727273
1270	832	0.142857
357	143	0.133333
357	1644	0.121951
1521	828	0.200000
1619	1648	0.058824
193	1646	0.555556
1644	357	0.075000
1641	1539	0.066667
1097	1270	0.083333
389	1630	0.500000
1646	193	0.051282
193	1130	0.166667
1130	193	0.076923
1539	1211	0.090909
912	713	0.021053
1624	1253	0.033333
847	1387	0.071429
1641	970	0.538462
1130	34	0.075000
970	128	0.030303
1624	719	0.083333
1624	1500	0.333333
1189	1489	0.105263
1485	1403	0.058824
1641	341	0.025000
1113	1565	0.027778
970	1641	0.642857
378	1539	0.066667
1113	544	0.416667
1543	592	0.090909
128	970	0.153846
843	871	0.176471
933	145	0.125000
67	822	0.083333
933	495	0.032258
843	1553	0.500000
777	1639	0.500000
1619	839	0.500000
1426	830	0.038462
1426	1066	0.222222
67	1426	0.090909
1343	281	0.250000
1619	773	0.066667
1522	809	0.038462
1189	1647	0.096774
1522	1618	0.400000
1285	1565	0.166667
1285	1641	0.071429
1565	1285	0.085714
1539	659	0.066667
1542	540	0.062500
1539	1649	0.166667
544	1113	0.034483
822	67	0.016129
809	546	0.043478
1647	1189	0.042254
1617	1283	0.010417
1367	1485	0.090909
1113	135	0.250000
135	1356	0.111111
1617	370	0.142857
1326	713	0.042105
135	1486	1.000000
1489	249	0.061856
1270	1097	0.100000
135	1113	0.034483
72	3	0.024390
1545	1556	0.250000
1280	48	0.270833
135	1	0.040000
103	30	0.200000
1619	593	0.142857
1576	389	0.034483
438	687	0.036364
438	1319	0.500000
1136	1052	0.294118
1440	438	0.066667
1649	1539	0.066667
592	1543	0.024390
281	1343	0.333333
1272	1130	0.055556
